"retention","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
4.5652e+14,1,0.003028,0.003028,0.1145,0
4.5686e+14,1,0.003032,0.003032,0.1145,0
4.572e+14,1,0.003036,0.003036,0.1145,0
4.5754e+14,1,0.00304,0.00304,0.1145,0
4.5788e+14,1,0.003044,0.003044,0.1145,0
4.5821e+14,1,0.003048,0.003048,0.1145,0
4.5855e+14,1,0.003052,0.003052,0.1145,0
4.5889e+14,1,0.003056,0.003056,0.1145,0
4.5914e+14,1,0.00306,0.00306,0.1145,0
4.5947e+14,1,0.003064,0.003064,0.1145,0
4.5979e+14,1,0.003068,0.003068,0.1145,0
4.6012e+14,1,0.003072,0.003072,0.1145,0
4.6044e+14,1,0.003076,0.003076,0.1145,0
4.6077e+14,1,0.00308,0.00308,0.1145,0
4.6109e+14,1,0.003084,0.003084,0.1145,0
4.6142e+14,1,0.003088,0.003088,0.1145,0
4.6174e+14,1,0.003092,0.003092,0.1145,0
4.6207e+14,1,0.003096,0.003096,0.1145,0
4.6239e+14,1,0.0031,0.0031,0.1145,0
4.6272e+14,1,0.003104,0.003104,0.1145,0
4.6304e+14,1,0.003108,0.003108,0.1145,0
4.6337e+14,1,0.003112,0.003112,0.1145,0
4.6369e+14,1,0.003116,0.003116,0.1145,0
4.6402e+14,1,0.00312,0.00312,0.1145,0
4.6434e+14,1,0.003124,0.003124,0.1145,0
4.6467e+14,1,0.003128,0.003128,0.1145,0
4.6499e+14,1,0.003132,0.003132,0.1145,0
4.6539e+14,1,0.003136,0.003136,0.1145,0
4.658e+14,1,0.00314,0.00314,0.1145,0
4.6621e+14,1,0.003144,0.003144,0.1145,0
4.6662e+14,1,0.003148,0.003148,0.1145,0
4.6703e+14,1,0.003152,0.003152,0.1145,0
4.6744e+14,1,0.003156,0.003156,0.1145,0
4.6785e+14,1,0.00316,0.00316,0.1145,0
4.6826e+14,1,0.003164,0.003164,0.1145,0
4.6867e+14,1,0.003168,0.003168,0.1145,0
4.6908e+14,1,0.003172,0.003172,0.1145,0
4.6949e+14,1,0.003176,0.003176,0.1145,0
4.699e+14,1,0.00318,0.00318,0.1145,0
4.7031e+14,1,0.003184,0.003184,0.1145,0
4.7072e+14,1,0.003188,0.003188,0.1145,0
4.7113e+14,1,0.003192,0.003192,0.1145,0
4.7153e+14,1,0.003196,0.003196,0.1145,0
4.7204e+14,1,0.0032,0.0032,0.1145,0
4.7244e+14,1,0.003204,0.003204,0.1145,0
4.7284e+14,1,0.003208,0.003208,0.1145,0
4.7323e+14,1,0.003212,0.003212,0.1145,0
4.7363e+14,1,0.003216,0.003216,0.1145,0
4.7403e+14,1,0.00322,0.00322,0.1145,0
4.7442e+14,1,0.003224,0.003224,0.1145,0
4.7482e+14,1,0.003228,0.003228,0.1145,0
4.7522e+14,1,0.003232,0.003232,0.1145,0
4.7562e+14,1,0.003236,0.003236,0.1145,0
4.7601e+14,1,0.00324,0.00324,0.1145,0
4.7641e+14,1,0.003244,0.003244,0.1145,0
4.7681e+14,1,0.003248,0.003248,0.1145,0
4.772e+14,1,0.003252,0.003252,0.1145,0
4.776e+14,1,0.003256,0.003256,0.1145,0
4.78e+14,1,0.00326,0.00326,0.1145,0
4.7839e+14,1,0.003264,0.003264,0.1145,0
4.7879e+14,1,0.003268,0.003268,0.1145,0
4.792e+14,1,0.003272,0.003272,0.1145,0
4.7961e+14,1,0.003276,0.003276,0.1145,0
4.8001e+14,1,0.00328,0.00328,0.1145,0
4.8042e+14,1,0.003284,0.003284,0.1145,0
4.8083e+14,1,0.003288,0.003288,0.1145,0
4.8123e+14,1,0.003292,0.003292,0.1145,0
4.8164e+14,1,0.003296,0.003296,0.1145,0
4.8205e+14,1,0.0033,0.0033,0.1145,0
4.8245e+14,1,0.003304,0.003304,0.1145,0
4.8286e+14,1,0.003308,0.003308,0.1145,0
4.8327e+14,1,0.003312,0.003312,0.1145,0
4.8367e+14,1,0.003316,0.003316,0.1145,0
4.8408e+14,1,0.00332,0.00332,0.1145,0
4.8449e+14,1,0.003324,0.003324,0.1145,0
4.8489e+14,1,0.003328,0.003328,0.1145,0
4.853e+14,1,0.003332,0.003332,0.1145,0
4.857e+14,1,0.003336,0.003336,0.1145,0
4.8611e+14,1,0.00334,0.00334,0.1145,0
4.8652e+14,1,0.003344,0.003344,0.1145,0
4.8683e+14,1,0.003348,0.003348,0.1145,0
4.8721e+14,1,0.003352,0.003352,0.1145,0
4.876e+14,1,0.003356,0.003356,0.1145,0
4.8799e+14,1,0.00336,0.00336,0.1145,0
4.8838e+14,1,0.003364,0.003364,0.1145,0
4.8877e+14,1,0.003368,0.003368,0.1145,0
4.8916e+14,1,0.003372,0.003372,0.1145,0
4.8955e+14,1,0.003376,0.003376,0.1145,0
4.8994e+14,1,0.00338,0.00338,0.1145,0
4.9033e+14,1,0.003384,0.003384,0.1145,0
4.9072e+14,1,0.003388,0.003388,0.1145,0
4.9111e+14,1,0.003392,0.003392,0.1145,0
4.915e+14,1,0.003396,0.003396,0.1145,0
4.9189e+14,1,0.0034,0.0034,0.1145,0
4.9228e+14,1,0.003404,0.003404,0.1145,0
4.9266e+14,1,0.003408,0.003408,0.1145,0
4.9305e+14,1,0.003412,0.003412,0.1145,0
